store,attribute_set,type,category_ids,sku,name,meta_title,meta_description,meta_keyword,description,short_description,price,special_price,status,visibility,options_container,weight,url_key,url_path,tax_class_id,page_layout,image,small_image,thumbnail,image_label,small_image_label,thumbnail_label,manage_stock,use_config_manage_stock,qty,jewel_size_sml,junior_maten,ladies_or_men,lengte,ring_maten,model_nummer
admin,default,simple,"3,4,115,117",esprit_181731090,Pure Sphere,Esprit Jewelry Pure Sphere esprit_181731090,"Collier 'Pure Sphere', gedetailleerd collier van het merk Esprit. Het collier is gemaakt van roestvrij staal. Aan het collier is een bolletje bevestigd. Vrouwelijk, delicaat en glanzend - dat zijn drie eigenschappen van dit Esprit collier.",Esprit Jewelry Colliers,"<BR><div style=""text-align:justify"">Collier 'Pure Sphere', gedetailleerd collier van het merk Esprit. Het collier is gemaakt van roestvrij staal. Aan het collier is een bolletje bevestigd. Vrouwelijk, delicaat en glanzend - dat zijn drie eigenschappen van dit Esprit collier.</div><BR>",esprit_181731090,79.90,,1,4,Block after info Column,0,pure-sphere-esprit-181731090,pure-sphere-esprit-181731090.html,0,No layout updates,+/esprit/esprit_181731090.jpg,+/esprit/esprit_181731090.jpg,+/esprit/esprit_181731090.jpg,Pure Sphere,Pure Sphere,Pure Sphere,0,0,1,,,,,,
admin,default,simple,"3,4,115,117",esprit_181731088,Shades Of Love,Esprit Jewelry Shades Of Love esprit_181731088,Collier 'Shades Of Love' van het merk Esprit. Aan dit liefdevolle collier is een hartje van roestvrij staal bevestigd. Esprit toont met dit collier zijn vakmanschap en ervaring op het gebied van roestvrij stalen sieraden.,Esprit Jewelry Colliers,"<BR><div style=""text-align:justify"">Collier 'Shades Of Love' van het merk Esprit. Aan dit liefdevolle collier is een hartje van roestvrij staal bevestigd. Esprit toont met dit collier zijn vakmanschap en ervaring op het gebied van roestvrij stalen sieraden.</div><BR>",esprit_181731088,89.90,,1,4,Block after info Column,0,shades-of-love-esprit-181731088,shades-of-love-esprit-181731088.html,0,No layout updates,+/esprit/esprit_181731088.jpg,+/esprit/esprit_181731088.jpg,+/esprit/esprit_181731088.jpg,Shades Of Love,Shades Of Love,Shades Of Love,0,0,1,,,,,,
admin,default,simple,"3,4,115,117",esprit_181731089,Shades Of Love Rose,Esprit Jewelry Shades Of Love Rose esprit_181731089,Collier 'Shades Of Love Rose' van het merk Esprit. Het collier is gemaakt van roestvrij staal en heeft een hartje dat roségoud-verguld is. Dit liefdevolle collier is perfect om cadeau te doen aan een speciaal persoon.,Esprit Jewelry Colliers,"<BR><div style=""text-align:justify"">Collier 'Shades Of Love Rose' van het merk Esprit. Het collier is gemaakt van roestvrij staal en heeft een hartje dat roségoud-verguld is. Dit liefdevolle collier is perfect om cadeau te doen aan een speciaal persoon.</div><BR>",esprit_181731089,99.90,,1,4,Block after info Column,0,shades-of-love-rose-esprit-181731089,shades-of-love-rose-esprit-181731089.html,0,No layout updates,+/esprit/esprit_181731089.jpg,+/esprit/esprit_181731089.jpg,+/esprit/esprit_181731089.jpg,Shades Of Love Rose,Shades Of Love Rose,Shades Of Love Rose,0,0,1,,,,,,
admin,default,simple,"3,4,115,117",esprit_181731092,Black-rose Nugget Glam,Esprit Jewelry Black-rose Nugget Glam esprit_181731092,"Het collier 'Black-rose Nugget Glam' van Esprit, bestaat uit een (roestvrij stalen) ketting die roségoud-verguld is en een hanger die bezet is met synthetisch zwart zirkonia.",Esprit Jewelry Colliers,"<BR><div style=""text-align:justify"">Het collier 'Black-rose Nugget Glam' van Esprit, bestaat uit een (roestvrij stalen) ketting die roségoud-verguld is en een hanger die bezet is met synthetisch zwart zirkonia.</div><BR>",esprit_181731092,89.90,,1,4,Block after info Column,0,black-rose-nugget-glam-esprit-181731092,black-rose-nugget-glam-esprit-181731092.html,0,No layout updates,+/esprit/esprit_181731092.jpg,+/esprit/esprit_181731092.jpg,+/esprit/esprit_181731092.jpg,Black-rose Nugget Glam,Black-rose Nugget Glam,Black-rose Nugget Glam,0,0,1,,,,,,
admin,default,simple,"3,4,115,117",esprit_181731067,Brilliance,Esprit Jewelry Brilliance esprit_181731067,"Collier 'Brilliance' van het merk Esprit, gemaakt van roestvrij staal. De cirkelmotieven zijn bezet met synthetisch zirkonia, waardoor dit collier extra glans krijgt.",Esprit Jewelry Colliers,"<BR><div style=""text-align:justify"">Collier 'Brilliance' van het merk Esprit, gemaakt van roestvrij staal. De cirkelmotieven zijn bezet met synthetisch zirkonia, waardoor dit collier extra glans krijgt.</div><BR>",esprit_181731067,90.00,,1,4,Block after info Column,0,brilliance-esprit-181731067,brilliance-esprit-181731067.html,0,No layout updates,+/esprit/esprit_181731067.jpg,+/esprit/esprit_181731067.jpg,+/esprit/esprit_181731067.jpg,Brilliance,Brilliance,Brilliance,0,0,1,,,,,,
admin,default,simple,"3,4,115,117",esprit_181731077,Brilliance Double,Esprit Jewelry Brilliance Double esprit_181731077,"Collier 'Brilliance Double' van het merk Esprit. Het collier is gemaakt van roestvrij staal en de twee cirkelmotieven zijn versierd met synthetisch zirkonia. Dit collier is niet alleen een glanzende beauty, maar weet ook de aandacht op zich te vestigen.",Esprit Jewelry Colliers,"<BR><div style=""text-align:justify"">Collier 'Brilliance Double' van het merk Esprit. Het collier is gemaakt van roestvrij staal en de twee cirkelmotieven zijn versierd met synthetisch zirkonia. Dit collier is niet alleen een glanzende beauty, maar weet ook de aandacht op zich te vestigen.</div><BR>",esprit_181731077,89.90,,1,4,Block after info Column,0,brilliance-double-esprit-181731077,brilliance-double-esprit-181731077.html,0,No layout updates,+/esprit/esprit_181731077.jpg,+/esprit/esprit_181731077.jpg,+/esprit/esprit_181731077.jpg,Brilliance Double,Brilliance Double,Brilliance Double,0,0,1,,,,,,
admin,default,simple,"3,4,115,117",esprit_181731062,Brilliance Gold,Esprit Jewelry Brilliance Gold esprit_181731062,Collier 'Brilliance Gold' van het merk Esprit. Het collier is gemaakt van roestvrij staal dat verguld is. Het onderste element is verder versierd met synthetisch zirkonia. Het collier is zowel glamoureus als een ware blikvanger.,Esprit Jewelry Colliers,"<BR><div style=""text-align:justify"">Collier 'Brilliance Gold' van het merk Esprit. Het collier is gemaakt van roestvrij staal dat verguld is. Het onderste element is verder versierd met synthetisch zirkonia. Het collier is zowel glamoureus als een ware blikvanger.</div><BR>",esprit_181731062,80.00,,1,4,Block after info Column,0,brilliance-gold-esprit-181731062,brilliance-gold-esprit-181731062.html,0,No layout updates,+/esprit/esprit_181731062.jpg,+/esprit/esprit_181731062.jpg,+/esprit/esprit_181731062.jpg,Brilliance Gold,Brilliance Gold,Brilliance Gold,0,0,1,,,,,,
admin,default,simple,"3,4,115,117",esprit_181731064,Brilliance Heart,Esprit Jewelry Brilliance Heart esprit_181731064,"Collier 'Brilliance Heart' van het merk Esprit. Het collier is gemaakt van roestvrij staal en heeft een hanger in de vorm van een hartje. Het hartje is verder versierd met synthetisch zirkonia. Dit collier is een perfect cadeau voor je partner, speciaal op Valentijnsdag.",Esprit Jewelry Colliers,"<BR><div style=""text-align:justify"">Collier 'Brilliance Heart' van het merk Esprit. Het collier is gemaakt van roestvrij staal en heeft een hanger in de vorm van een hartje. Het hartje is verder versierd met synthetisch zirkonia. Dit collier is een perfect cadeau voor je partner, speciaal op Valentijnsdag.</div><BR>",esprit_181731064,70.00,,1,4,Block after info Column,0,brilliance-heart-esprit-181731064,brilliance-heart-esprit-181731064.html,0,No layout updates,+/esprit/esprit_181731064.jpg,+/esprit/esprit_181731064.jpg,+/esprit/esprit_181731064.jpg,Brilliance Heart,Brilliance Heart,Brilliance Heart,0,0,1,,,,,,
admin,default,simple,"3,4,115,117",esprit_181731063,Brilliance Rose,Esprit Jewelry Brilliance Rose esprit_181731063,Collier 'Brilliance Rose' van het merk Esprit. Het collier is gemaakt van roestvrij staal dat roségoud-verguld is. Aan dit collier is een cirkelvormige hanger bevestigd die versierd is met synthetisch zirkonia. Esprit toont met dit glamoureuze collier zijn ervaring op het gebied van roestvrij stalen sieraden.,Esprit Jewelry Colliers,"<BR><div style=""text-align:justify"">Collier 'Brilliance Rose' van het merk Esprit. Het collier is gemaakt van roestvrij staal dat roségoud-verguld is. Aan dit collier is een cirkelvormige hanger bevestigd die versierd is met synthetisch zirkonia. Esprit toont met dit glamoureuze collier zijn ervaring op het gebied van roestvrij stalen sieraden.</div><BR>",esprit_181731063,80.00,,1,4,Block after info Column,0,brilliance-rose-esprit-181731063,brilliance-rose-esprit-181731063.html,0,No layout updates,+/esprit/esprit_181731063.jpg,+/esprit/esprit_181731063.jpg,+/esprit/esprit_181731063.jpg,Brilliance Rose,Brilliance Rose,Brilliance Rose,0,0,1,,,,,,
admin,default,simple,"3,4,115,117",esprit_181731071,Brilliance Silver,Esprit Jewelry Brilliance Silver esprit_181731071,"Collier 'Brilliance Silver' van het merk Esprit. Het collier is gemaakt van roestvrij staal. De cirkelvormige hanger is bezet met synthetisch zirkonia, waardoor het collier extra veel glans krijgt.",Esprit Jewelry Colliers,"<BR><div style=""text-align:justify"">Collier 'Brilliance Silver' van het merk Esprit. Het collier is gemaakt van roestvrij staal. De cirkelvormige hanger is bezet met synthetisch zirkonia, waardoor het collier extra veel glans krijgt.</div><BR>",esprit_181731071,69.90,,1,4,Block after info Column,0,brilliance-silver-esprit-181731071,brilliance-silver-esprit-181731071.html,0,No layout updates,+/esprit/esprit_181731071.jpg,+/esprit/esprit_181731071.jpg,+/esprit/esprit_181731071.jpg,Brilliance Silver,Brilliance Silver,Brilliance Silver,0,0,1,,,,,,
admin,default,simple,"3,4,115,117",esprit_181731069,Dainty Drop,Esprit Jewelry Dainty Drop esprit_181731069,"Collier 'Dainty Drop' van het merk Esprit. Dit nieuwe collier is gemaakt van roestvrij staal. Aan het collier is een hanger bevestigd die voorzien is van een synthetische zirkonia. Het collier oogt eenvoudig, maar laat toch een geweldige indruk achter.",Esprit Jewelry Colliers,"<BR><div style=""text-align:justify"">Collier 'Dainty Drop' van het merk Esprit. Dit nieuwe collier is gemaakt van roestvrij staal. Aan het collier is een hanger bevestigd die voorzien is van een synthetische zirkonia. Het collier oogt eenvoudig, maar laat toch een geweldige indruk achter.</div><BR>",esprit_181731069,69.90,,1,4,Block after info Column,0,dainty-drop-esprit-181731069,dainty-drop-esprit-181731069.html,0,No layout updates,+/esprit/esprit_181731069.jpg,+/esprit/esprit_181731069.jpg,+/esprit/esprit_181731069.jpg,Dainty Drop,Dainty Drop,Dainty Drop,0,0,1,,,,,,
admin,default,simple,"3,4,115,117",esprit_181731073,Finery Pearl,Esprit Jewelry Finery Pearl esprit_181731073,"Collier 'Finery Pearl' van het merk Esprit. Het collier is gemaakt van roestvrij staal. Een parel is aan dit collier bevestigd. Dit collier is niet alleen zeer vrouwelijk, maar ook elegant en glanzend.",Esprit Jewelry Colliers,"<BR><div style=""text-align:justify"">Collier 'Finery Pearl' van het merk Esprit. Het collier is gemaakt van roestvrij staal. Een parel is aan dit collier bevestigd. Dit collier is niet alleen zeer vrouwelijk, maar ook elegant en glanzend.</div><BR>",esprit_181731073,70.00,,1,4,Block after info Column,0,finery-pearl-esprit-181731073,finery-pearl-esprit-181731073.html,0,No layout updates,+/esprit/esprit_181731073.jpg,+/esprit/esprit_181731073.jpg,+/esprit/esprit_181731073.jpg,Finery Pearl,Finery Pearl,Finery Pearl,0,0,1,,,,,,
admin,default,simple,"3,4,115,117",esprit_181930020,Liquid Twist,Esprit Jewelry Liquid Twist esprit_181930020,"Collier 'Liquid Twist' van het merk Esprit. Het collier is gemaakt van roestvrij staal en heeft een originele ovale hanger. Creatief, glanzend en een beetje speels - dat zijn drie eigenschappen van dit collier.",Esprit Jewelry Colliers,"<BR><div style=""text-align:justify"">Collier 'Liquid Twist' van het merk Esprit. Het collier is gemaakt van roestvrij staal en heeft een originele ovale hanger. Creatief, glanzend en een beetje speels - dat zijn drie eigenschappen van dit collier.</div><BR>",esprit_181930020,70.00,,1,4,Block after info Column,0,liquid-twist-esprit-181930020,liquid-twist-esprit-181930020.html,0,No layout updates,+/esprit/esprit_181930020.jpg,+/esprit/esprit_181930020.jpg,+/esprit/esprit_181930020.jpg,Liquid Twist,Liquid Twist,Liquid Twist,0,0,1,,,,,,
admin,default,simple,"3,4,115,117",esprit_181731076,Nugget Glam Rose,Esprit Jewelry Nugget Glam Rose esprit_181731076,"Collier 'Nugget Glam Rose' van het merk Esprit. Het collier is gemaakt van roestvrij staal dat roségoud-verguld is. Aan het collier is een hanger bevestigd, die eveneens is vervaardigd van roestvrij staal en bezet is met synthetisch zirkonia.",Esprit Jewelry Colliers,"<BR><div style=""text-align:justify"">Collier 'Nugget Glam Rose' van het merk Esprit. Het collier is gemaakt van roestvrij staal dat roségoud-verguld is. Aan het collier is een hanger bevestigd, die eveneens is vervaardigd van roestvrij staal en bezet is met synthetisch zirkonia.</div><BR>",esprit_181731076,89.90,,1,4,Block after info Column,0,nugget-glam-rose-esprit-181731076,nugget-glam-rose-esprit-181731076.html,0,No layout updates,+/esprit/esprit_181731076.jpg,+/esprit/esprit_181731076.jpg,+/esprit/esprit_181731076.jpg,Nugget Glam Rose,Nugget Glam Rose,Nugget Glam Rose,0,0,1,,,,,,
admin,default,simple,"3,4,115,117",esprit_181731085,Pearl Crown Grey,Esprit Jewelry Pearl Crown Grey esprit_181731085,Collier 'Pearl Crown Grey' van het merk Esprit. Het collier is gemaakt van roestvrij staal. Aan het collier is een grijze parel met kroon bevestigd. Dit collier van Esprit geeft een koninklijk gevoel.,Esprit Jewelry Colliers,"<BR><div style=""text-align:justify"">Collier 'Pearl Crown Grey' van het merk Esprit. Het collier is gemaakt van roestvrij staal. Aan het collier is een grijze parel met kroon bevestigd. Dit collier van Esprit geeft een koninklijk gevoel.</div><BR>",esprit_181731085,69.90,,1,4,Block after info Column,0,pearl-crown-grey-esprit-181731085,pearl-crown-grey-esprit-181731085.html,0,No layout updates,+/esprit/esprit_181731085.jpg,+/esprit/esprit_181731085.jpg,+/esprit/esprit_181731085.jpg,Pearl Crown Grey,Pearl Crown Grey,Pearl Crown Grey,0,0,1,,,,,,
admin,default,simple,"3,4,115,117",esprit_181731072,Pearl Link,Esprit Jewelry Pearl Link esprit_181731072,Collier 'Pearl Link' van het merk Esprit. Het collier is gemaakt van roestvrij staal. Aan het collier is een hanger met parel bevestigd. Esprit toont met dit collier zijn vakmanschap op het gebied van roestvrij stalen sieraden.,Esprit Jewelry Colliers,"<BR><div style=""text-align:justify"">Collier 'Pearl Link' van het merk Esprit. Het collier is gemaakt van roestvrij staal. Aan het collier is een hanger met parel bevestigd. Esprit toont met dit collier zijn vakmanschap op het gebied van roestvrij stalen sieraden.</div><BR>",esprit_181731072,139.00,,1,4,Block after info Column,0,pearl-link-esprit-181731072,pearl-link-esprit-181731072.html,0,No layout updates,+/esprit/esprit_181731072.jpg,+/esprit/esprit_181731072.jpg,+/esprit/esprit_181731072.jpg,Pearl Link,Pearl Link,Pearl Link,0,0,1,,,,,,
admin,default,simple,"3,4,115,117",esprit_181731074,Raindrop,Esprit Jewelry Raindrop esprit_181731074,"Collier 'Raindrop' van het merk Esprit, gemaakt van roestvrij staal. Het collier heeft een hanger in de vorm van een regendruppel die versierd is met synthetisch zirkonia.",Esprit Jewelry Colliers,"<BR><div style=""text-align:justify"">Collier 'Raindrop' van het merk Esprit, gemaakt van roestvrij staal. Het collier heeft een hanger in de vorm van een regendruppel die versierd is met synthetisch zirkonia.</div><BR>",esprit_181731074,129.90,,1,4,Block after info Column,0,raindrop-esprit-181731074,raindrop-esprit-181731074.html,0,No layout updates,+/esprit/esprit_181731074.jpg,+/esprit/esprit_181731074.jpg,+/esprit/esprit_181731074.jpg,Raindrop,Raindrop,Raindrop,0,0,1,,,,,,
admin,default,simple,"3,4,115,117",esprit_181731080,Solo Drop,Esprit Jewelry Solo Drop esprit_181731080,"Collier 'Solo Drop', van het merk Esprit, gemaakt van roestvrij staal. De hanger van dit collier is creatief, glanzend en voorzien van een synthetische zirkonia. Dit moderne collier is eveneens zeer vrouwelijk.",Esprit Jewelry Colliers,"<BR><div style=""text-align:justify"">Collier 'Solo Drop', van het merk Esprit, gemaakt van roestvrij staal. De hanger van dit collier is creatief, glanzend en voorzien van een synthetische zirkonia. Dit moderne collier is eveneens zeer vrouwelijk.</div><BR>",esprit_181731080,69.90,,1,4,Block after info Column,0,solo-drop-esprit-181731080,solo-drop-esprit-181731080.html,0,No layout updates,+/esprit/esprit_181731080.jpg,+/esprit/esprit_181731080.jpg,+/esprit/esprit_181731080.jpg,Solo Drop,Solo Drop,Solo Drop,0,0,1,,,,,,
admin,default,simple,"3,4,115,117",esprit_181731081,Solo Drop Rose,Esprit Jewelry Solo Drop Rose esprit_181731081,Collier 'Solo Drop Rose' van het merk Esprit. Het collier is gemaakt van roestvrij staal dat roségoud-verguld is. Dit moderne collier heeft een hanger met een uniek ontwerp en is voorzien van een synthetische zirkonia.,Esprit Jewelry Colliers,"<BR><div style=""text-align:justify"">Collier 'Solo Drop Rose' van het merk Esprit. Het collier is gemaakt van roestvrij staal dat roségoud-verguld is. Dit moderne collier heeft een hanger met een uniek ontwerp en is voorzien van een synthetische zirkonia.</div><BR>",esprit_181731081,79.90,,1,4,Block after info Column,0,solo-drop-rose-esprit-181731081,solo-drop-rose-esprit-181731081.html,0,No layout updates,+/esprit/esprit_181731081.jpg,+/esprit/esprit_181731081.jpg,+/esprit/esprit_181731081.jpg,Solo Drop Rose,Solo Drop Rose,Solo Drop Rose,0,0,1,,,,,,
admin,default,simple,"3,4,115,117",esprit_181731079,Solo Twist,Esprit Jewelry Solo Twist esprit_181731079,"Collier 'Solo Twist' van het merk Esprit. Het collier is gemaakt van roestvrij staal en heeft een ronde hanger. De hanger is voorzien van een synthetische zirkonia. Glanzend, elegant en vrouwelijk - dat zijn drie kenmerken van dit Esprit collier.",Esprit Jewelry Colliers,"<BR><div style=""text-align:justify"">Collier 'Solo Twist' van het merk Esprit. Het collier is gemaakt van roestvrij staal en heeft een ronde hanger. De hanger is voorzien van een synthetische zirkonia. Glanzend, elegant en vrouwelijk - dat zijn drie kenmerken van dit Esprit collier.</div><BR>",esprit_181731079,79.90,,1,4,Block after info Column,0,solo-twist-esprit-181731079,solo-twist-esprit-181731079.html,0,No layout updates,+/esprit/esprit_181731079.jpg,+/esprit/esprit_181731079.jpg,+/esprit/esprit_181731079.jpg,Solo Twist,Solo Twist,Solo Twist,0,0,1,,,,,,
